de_rank,gene,log2_fold_change,p_value,p_adjusted,neg_log10_pval,neg_log10_padj,regulation,mean_expr_this,mean_expr_other,pct_expressing_this,pct_expressing_other,pct_diff,cohens_d,is_significant,is_upregulated,is_downregulated
104,SLC40A1,2.727945152344703,1.9589207825052255e-30,4.9314691792137365e-29,29.7079831262393,28.30702367679348,UP,2.827877565453512,0.09993241310880906,40.0,1.4349332013854528,38.565066798614545,3.1047302530569887,1,1,0
105,VCL,4.8977393788508845,6.858109713948362e-17,1.0605576807641574e-15,16.163795571454784,14.974465706443636,UP,5.603658555998906,0.705919177148021,73.33333333333333,9.846610588817416,63.486722744515916,2.2721087502865793,1,1,0
106,NEURL1B,2.2889864449047628,5.341121219636306e-34,1.501756810456182e-32,33.272367565370736,31.823400389853834,UP,2.347411481047965,0.058425036143202394,33.33333333333333,0.8411677387431964,32.49216559459013,3.3035428721006537,1,1,0
107,NEAT1,6.626978841405704,1.5901685740189538e-12,2.1120950691724142e-11,11.79855683361317,10.675286537327741,UP,9.24042781951832,2.6134489781126162,100.0,32.6571004453241,67.34289955467591,1.7520335086460805,1,1,0
108,SMTN,2.321907299867462,1.648531532659425e-32,4.517811098997031e-31,31.782902741375537,30.34507193197659,UP,2.3825085683544747,0.060601268487012895,33.33333333333333,0.8906481939633843,32.44268513936994,3.321573495543175,1,1,0
109,MYH9,4.131823265953963,3.611246555669868e-18,5.968205185515468e-17,17.442342859368384,16.224156254334765,UP,4.559002019647779,0.4271787536938163,60.0,6.086095992083127,53.91390400791687,2.417205548631851,1,1,0
110,DAAM2,5.587244357122991,1.0585411320784847e-13,1.4978702947385094e-12,12.97529226179417,11.824525791922385,UP,6.817320535505017,1.2300761783820258,86.66666666666667,15.685304304799605,70.98136236186707,1.9510415713329317,1,1,0
111,EPS8,5.919561248375004,1.222223953621024e-12,1.6334042343145166e-11,11.912849209060399,10.786906322913644,UP,9.499655297640055,3.5800940492650515,100.0,47.20435428005938,52.79564571994062,1.5569102914673716,1,1,0
112,UACA,4.9203251363948555,1.2205009136584403e-14,1.7734124013896128e-13,13.913461891136862,12.751190258859753,UP,5.760221808715979,0.8398966723211236,73.33333333333333,11.578426521523998,61.754906811809334,2.0998071913110214,1,1,0
113,S100A11,1.4547955021165218,2.5521428263717318e-45,9.058015113270162e-44,44.59309502471208,43.04296695903346,UP,1.4656352195401239,0.010839717423602182,20.0,0.14844136566056407,19.851558634339437,3.9136781210359457,1,1,0
